2022-01-20 16:00:14,720 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:00:25,897 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:00:25,959 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:00:25,959 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:01:10,320 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:01:10,331 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:01:10,331 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:02:25,038 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:02:25,080 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:02:25,080 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:02:55,701 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:02:55,754 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:02:55,754 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:03:19,163 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:03:19,194 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:03:19,195 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
2022-01-20 16:03:26,514 INFO    MainThread:36106 [wandb_init.py:_resume_backend():293] resuming backend
2022-01-20 16:03:26,692 INFO    MainThread:36106 [wandb_init.py:_pause_backend():284] pausing backend
2022-01-20 16:03:26,692 INFO    MainThread:36106 [jupyter.py:save_ipynb():374] not saving jupyter notebook
